Time(s),Linear(mm)
29.6,-0.11385
29.61,-0.11418
29.62,-0.11375
29.63,-0.11407
29.64,-0.11446
29.65,-0.11389
29.66,-0.11422
29.67,-0.11415
29.68,-0.11372
29.69,-0.11425
29.7,-0.11407
29.71,-0.11391
29.72,-0.11424
29.73,-0.11383
29.74,-0.11404
29.75,-0.11433
29.76,-0.11361
29.77,-0.11415
29.78,-0.1143
29.79,-0.11403
29.8,-0.11426
29.81,-0.11382
29.82,-0.11374
29.83,-0.11444
29.84,-0.11397
29.85,-0.11394
29.86,-0.11421
29.87,-0.11367
29.88,-0.11411
29.89,-0.11411
29.9,-0.11389
29.91,-0.11442
29.92,-0.11404
29.93,-0.11366
29.94,-0.11423
29.95,-0.11402
29.96,-0.11409
29.97,-0.11426
29.98,-0.11361
29.99,-0.11416
30,-0.11422
30.01,-0.11377
30.02,-0.11422
30.03,-0.114
30.04,-0.11397
30.05,-0.11434
30.06,-0.11381
30.07,-0.11396
30.08,-0.1143
30.09,-0.11368
30.1,-0.11411
30.11,-0.11425
30.12,-0.11384
30.13,-0.11427
30.14,-0.11393
30.15,-0.11382
30.16,-0.11438
30.17,-0.11402
30.18,-0.11408
30.19,-0.11436
30.2,-0.11374
30.21,-0.11391
30.22,-0.11418
30.23,-0.11395
30.24,-0.11448
30.25,-0.11384
30.26,-0.11368
30.27,-0.11435
30.28,-0.11409
30.29,-0.11402
30.3,-0.11425
30.31,-0.11383
30.32,-0.1142
30.33,-0.11417
30.34,-0.11369
30.35,-0.11433
30.36,-0.11402
30.37,-0.11376
30.38,-0.11435
30.39,-0.11399
30.4,-0.11394
30.41,-0.11412
30.42,-0.11379
30.43,-0.11433
30.44,-0.11433
30.45,-0.11372
30.46,-0.11427
30.47,-0.11408
30.48,-0.11379
30.49,-0.11417
30.5,-0.11389
30.51,-0.11422
30.52,-0.11429
30.53,-0.11354
30.54,-0.11399
30.55,-0.11438
30.56,-0.11397
30.57,-0.11421
30.58,-0.11391
30.59,-0.11389
30.6,-0.11443
30.61,-0.11388
30.62,-0.11392
30.63,-0.11426
30.64,-0.1138
30.65,-0.11406
30.66,-0.11418
30.67,-0.11378
30.68,-0.11432
30.69,-0.11401
30.7,-0.11381
30.71,-0.11434
30.72,-0.114
30.73,-0.11394
30.74,-0.11425
30.75,-0.11376
30.76,-0.11412
30.77,-0.11423
30.78,-0.11392
30.79,-0.11436
30.8,-0.11394
30.81,-0.11361
30.82,-0.11436
30.83,-0.11415
30.84,-0.11406
30.85,-0.11412
30.86,-0.11354
30.87,-0.11417
30.88,-0.11446
30.89,-0.11378
30.9,-0.11412
30.91,-0.11384
30.92,-0.11387
30.93,-0.1144
30.94,-0.11403
30.95,-0.1138
30.96,-0.11419
30.97,-0.11375
30.98,-0.11421
30.99,-0.11419
31,-0.1137
31.01,-0.11418
31.02,-0.11402
31.03,-0.11375
31.04,-0.11426
31.05,-0.11391
31.06,-0.11389
31.07,-0.11433
31.08,-0.11373
31.09,-0.11411
31.1,-0.11423
31.11,-0.11374
31.12,-0.11426
31.13,-0.1139
31.14,-0.11365
31.15,-0.11428
31.16,-0.11405
31.17,-0.11398
31.18,-0.11413
31.19,-0.11363
31.2,-0.11409
31.21,-0.11431
31.22,-0.11366
31.23,-0.11412
31.24,-0.1139
31.25,-0.11377
31.26,-0.11423
31.27,-0.11396
31.28,-0.11399
31.29,-0.11419
31.3,-0.11366
31.31,-0.11404
31.32,-0.11443
31.33,-0.11369
31.34,-0.11397
31.35,-0.1139
31.36,-0.11389
31.37,-0.11435
31.38,-0.11366
31.39,-0.11377
31.4,-0.11433
31.41,-0.11392
31.42,-0.11397
31.43,-0.11417
31.44,-0.11381
31.45,-0.11423
31.46,-0.11396
31.47,-0.11372
31.48,-0.11433
31.49,-0.11389
31.5,-0.11379
31.51,-0.11423
31.52,-0.11383
31.53,-0.11398
31.54,-0.11413
31.55,-0.11385
31.56,-0.11433
31.57,-0.11398
31.58,-0.11348
31.59,-0.11433
31.6,-0.11409
31.61,-0.11389
31.62,-0.11399
31.63,-0.11363
31.64,-0.11414
31.65,-0.11425
31.66,-0.1136
31.67,-0.1141
31.68,-0.11425
31.69,-0.11375
31.7,-0.11419
31.71,-0.11391
31.72,-0.11401
31.73,-0.11426
31.74,-0.11353
31.75,-0.11391
31.76,-0.11428
31.77,-0.11378
31.78,-0.11397
31.79,-0.11385
31.8,-0.11378
31.81,-0.11446
31.82,-0.1139
31.83,-0.11369
31.84,-0.11424
31.85,-0.11389
31.86,-0.11411
31.87,-0.11412
31.88,-0.11366
31.89,-0.11406
31.9,-0.11405
31.91,-0.11363
31.92,-0.11425
31.93,-0.11388
31.94,-0.11376
31.95,-0.11425
31.96,-0.11386
31.97,-0.11407
31.98,-0.11403
31.99,-0.11362
32,-0.11426
32.01,-0.11416
32.02,-0.11353
32.03,-0.11393
32.04,-0.11386
32.05,-0.11396
32.06,-0.11422
32.07,-0.11357
32.08,-0.11391
32.09,-0.1142
32.1,-0.11373
32.11,-0.1141
32.12,-0.1141
32.13,-0.11376
32.14,-0.11414
32.15,-0.11382
32.16,-0.11382
32.17,-0.11436
32.18,-0.11368
32.19,-0.11384
32.2,-0.1142
32.21,-0.11374
32.22,-0.11406
32.23,-0.11389
32.24,-0.11371
32.25,-0.11421
32.26,-0.11386
32.27,-0.11375
32.28,-0.1143
32.29,-0.11383
32.3,-0.11393
32.31,-0.11423
32.32,-0.11374
32.33,-0.1142
32.34,-0.11391
32.35,-0.11366
32.36,-0.11423
32.37,-0.11396
32.38,-0.11358
32.39,-0.11412
32.4,-0.1138
32.41,-0.11406
32.42,-0.11417
32.43,-0.11362
32.44,-0.11421
32.45,-0.1142
32.46,-0.11372
32.47,-0.11414
32.48,-0.11399
32.49,-0.11388
32.5,-0.11419
32.51,-0.11357
32.52,-0.11396
32.53,-0.1143
32.54,-0.1137
32.55,-0.11401
32.56,-0.1141
32.57,-0.11386
32.58,-0.11433
32.59,-0.11396
32.6,-0.1138
32.61,-0.11431
32.62,-0.11365
32.63,-0.11386
32.64,-0.11418
32.65,-0.11376
32.66,-0.11398
32.67,-0.11393
32.68,-0.1137
32.69,-0.11429
32.7,-0.11392
32.71,-0.11377
32.72,-0.11442
